original_snippet	mocked_snippet	var	tbd	type
"""import pandas as pd\nnums = {'amount': ['10', '250', '3000', '40000', '500000']}\nprint('Original dataframe:')\nprint(df)\nprint('\\nAdd leading zeros:')\ndf['amount'] = list(map(lambda x: x.zfill(10), df['amount']))\nprint(df)"""	"""class TBD3():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\nclass TBD2():\n\n    def __init__(self):\n        self.container = {'amount': TBD3()}\n        self.keys = list(self.container.keys())\n        self.iter_current = 0\n\n    def __refresh_keys(self):\n        self.keys = list(self.container.keys())\n        for key in self.keys:\n            if (not isinstance(key, int)):\n                return\n        sorted(self.keys)\n\n    def __str__(self):\n        self.__refresh_keys()\n        ret_str = ''\n        ret_str += '[ '\n        for (idx, (key, val)) in enumerate(self.container.items()):\n            ret_str += str(val)\n            if (idx < (len(self.keys) - 1)):\n                ret_str += ', '\n        ret_str += ' ]'\n        return ret_str\n\n    def __getitem__(self, key):\n        self.__refresh_keys()\n        ret_val = None\n        if isinstance(key, slice):\n            list_to_return = []\n            start = (key.start or 0)\n            stop = (key.stop or len(self.container))\n            step = (key.step or 1)\n            if (start < 0):\n                if ((start * (- 1)) > len(self.keys)):\n                    diff = ((start * (- 1)) - len(self.keys))\n                    if (len(self.keys) > 0):\n                        for i in range(max(self.keys), ((max(self.keys) + diff) + 1)):\n                            self.container[i] = 0\n                    else:\n                        for i in range(0, (diff + 1)):\n                            self.container[i] = 0\n                self.__refresh_keys()\n                start = self.keys[start]\n            if (stop < 0):\n                if ((stop * (- 1)) > len(self.keys)):\n                    diff = ((stop * (- 1)) - len(self.keys))\n                    if (len(self.keys) > 0):\n                        for i in range(max(self.keys), ((max(self.keys) + diff) + 1)):\n                            self.container[i] = 0\n                    else:\n                        for i in range(0, (diff + 1)):\n                            self.container[i] = 0\n                self.__refresh_keys()\n                stop = self.keys[stop]\n            for i in range(start, stop, step):\n                list_to_return.append(self.container[i])\n            ret_val = list_to_return\n        elif isinstance(key, int):\n            if (key < 0):\n                key = self.keys[key]\n            ret_val = self.container[key]\n        elif isinstance(key, str):\n            if (key not in self.container.keys()):\n                self.container[key] = key\n                print('[FROM INNER-WORLD], [ADD STR-KEY], [TGT {}], [ADDING (KEY, VALUE): ({}, {})]'.format(type(self).__name__, key, 'TBD'))\n            ret_val = self.container[key]\n        else:\n            if (key not in self.container.keys()):\n                self.container[key] = key\n                print('[FROM INNER-WORLD], [ADD OBJ-KEY], [TGT {}], [ADDING (KEY, VALUE): ({}, {})]'.format(type(self).__name__, type(key).__name__, 'TBD'))\n            ret_val = self.container[key]\n        return ret_val\n\n    def __setitem__(self, key, val):\n        self.__refresh_keys()\n        if isinstance(key, slice):\n            start = (key.start or 0)\n            stop = (key.stop or len(self.container))\n            step = (key.step or 1)\n            if (start < 0):\n                start = self.keys[start]\n            if (stop < 0):\n                stop = self.keys[stop]\n            for i in range(0, stop, step):\n                if (i not in self.keys):\n                    self.container[i] = 0\n            for i in range(start, stop, step):\n                self.container[i] = val\n            return True\n        elif isinstance(key, int):\n            if (key < 0):\n                key = self.keys[key]\n            for i in range(0, key):\n                if (i not in self.keys):\n                    self.container[i] = 0\n            self.container[key] = val\n            return True\n        elif isinstance(key, str):\n            self.container[key] = val\n            return True\n        self.__refresh_keys()\n        return False\n\n    def __iter__(self):\n        return iter(self.container.values())\n\n    def __len__(self):\n        return len(self.keys)\ndf = TBD2()\n\nclass TBD1():\n\n    def __init__(self):\n        self.container = {'amount': TBD0()}\n        self.keys = list(self.container.keys())\n        self.iter_current = 0\n\n    def __refresh_keys(self):\n        self.keys = list(self.container.keys())\n        for key in self.keys:\n            if (not isinstance(key, int)):\n                return\n        sorted(self.keys)\n\n    def __str__(self):\n        self.__refresh_keys()\n        ret_str = ''\n        ret_str += '[ '\n        for (idx, (key, val)) in enumerate(self.container.items()):\n            ret_str += str(val)\n            if (idx < (len(self.keys) - 1)):\n                ret_str += ', '\n        ret_str += ' ]'\n        return ret_str\n\n    def __getitem__(self, key):\n        self.__refresh_keys()\n        ret_val = None\n        if isinstance(key, slice):\n            list_to_return = []\n            start = (key.start or 0)\n            stop = (key.stop or len(self.container))\n            step = (key.step or 1)\n            if (start < 0):\n                if ((start * (- 1)) > len(self.keys)):\n                    diff = ((start * (- 1)) - len(self.keys))\n                    if (len(self.keys) > 0):\n                        for i in range(max(self.keys), ((max(self.keys) + diff) + 1)):\n                            self.container[i] = 0\n                    else:\n                        for i in range(0, (diff + 1)):\n                            self.container[i] = 0\n                self.__refresh_keys()\n                start = self.keys[start]\n            if (stop < 0):\n                if ((stop * (- 1)) > len(self.keys)):\n                    diff = ((stop * (- 1)) - len(self.keys))\n                    if (len(self.keys) > 0):\n                        for i in range(max(self.keys), ((max(self.keys) + diff) + 1)):\n                            self.container[i] = 0\n                    else:\n                        for i in range(0, (diff + 1)):\n                            self.container[i] = 0\n                self.__refresh_keys()\n                stop = self.keys[stop]\n            for i in range(start, stop, step):\n                list_to_return.append(self.container[i])\n            ret_val = list_to_return\n        elif isinstance(key, int):\n            if (key < 0):\n                key = self.keys[key]\n            ret_val = self.container[key]\n        elif isinstance(key, str):\n            if (key not in self.container.keys()):\n                self.container[key] = key\n                print('[FROM INNER-WORLD], [ADD STR-KEY], [TGT {}], [ADDING (KEY, VALUE): ({}, {})]'.format(type(self).__name__, key, 'TBD'))\n            ret_val = self.container[key]\n        else:\n            if (key not in self.container.keys()):\n                self.container[key] = key\n                print('[FROM INNER-WORLD], [ADD OBJ-KEY], [TGT {}], [ADDING (KEY, VALUE): ({}, {})]'.format(type(self).__name__, type(key).__name__, 'TBD'))\n            ret_val = self.container[key]\n        return ret_val\n\n    def __setitem__(self, key, val):\n        self.__refresh_keys()\n        if isinstance(key, slice):\n            start = (key.start or 0)\n            stop = (key.stop or len(self.container))\n            step = (key.step or 1)\n            if (start < 0):\n                start = self.keys[start]\n            if (stop < 0):\n                stop = self.keys[stop]\n            for i in range(0, stop, step):\n                if (i not in self.keys):\n                    self.container[i] = 0\n            for i in range(start, stop, step):\n                self.container[i] = val\n            return True\n        elif isinstance(key, int):\n            if (key < 0):\n                key = self.keys[key]\n            for i in range(0, key):\n                if (i not in self.keys):\n                    self.container[i] = 0\n            self.container[key] = val\n            return True\n        elif isinstance(key, str):\n            self.container[key] = val\n            return True\n        self.__refresh_keys()\n        return False\n\n    def __iter__(self):\n        return iter(self.container.values())\n\n    def __len__(self):\n        return len(self.keys)\n\nclass TBD0():\n\n    def __init__(self):\n        self.container = {0: '10', 1: '250', 2: '3000', 3: '40000', 4: '500000'}\n        self.keys = list(self.container.keys())\n        self.iter_current = 0\n\n    def __refresh_keys(self):\n        self.keys = list(self.container.keys())\n        for key in self.keys:\n            if (not isinstance(key, int)):\n                return\n        sorted(self.keys)\n\n    def __str__(self):\n        self.__refresh_keys()\n        ret_str = ''\n        ret_str += '[ '\n        for (idx, (key, val)) in enumerate(self.container.items()):\n            ret_str += str(val)\n            if (idx < (len(self.keys) - 1)):\n                ret_str += ', '\n        ret_str += ' ]'\n        return ret_str\n\n    def __getitem__(self, key):\n        self.__refresh_keys()\n        ret_val = None\n        if isinstance(key, slice):\n            list_to_return = []\n            start = (key.start or 0)\n            stop = (key.stop or len(self.container))\n            step = (key.step or 1)\n            if (start < 0):\n                if ((start * (- 1)) > len(self.keys)):\n                    diff = ((start * (- 1)) - len(self.keys))\n                    if (len(self.keys) > 0):\n                        for i in range(max(self.keys), ((max(self.keys) + diff) + 1)):\n                            self.container[i] = 0\n                    else:\n                        for i in range(0, (diff + 1)):\n                            self.container[i] = 0\n                self.__refresh_keys()\n                start = self.keys[start]\n            if (stop < 0):\n                if ((stop * (- 1)) > len(self.keys)):\n                    diff = ((stop * (- 1)) - len(self.keys))\n                    if (len(self.keys) > 0):\n                        for i in range(max(self.keys), ((max(self.keys) + diff) + 1)):\n                            self.container[i] = 0\n                    else:\n                        for i in range(0, (diff + 1)):\n                            self.container[i] = 0\n                self.__refresh_keys()\n                stop = self.keys[stop]\n            for i in range(start, stop, step):\n                list_to_return.append(self.container[i])\n            ret_val = list_to_return\n        elif isinstance(key, int):\n            if (key < 0):\n                key = self.keys[key]\n            ret_val = self.container[key]\n        elif isinstance(key, str):\n            if (key not in self.container.keys()):\n                self.container[key] = key\n                print('[FROM INNER-WORLD], [ADD STR-KEY], [TGT {}], [ADDING (KEY, VALUE): ({}, {})]'.format(type(self).__name__, key, 'TBD'))\n            ret_val = self.container[key]\n        else:\n            if (key not in self.container.keys()):\n                self.container[key] = key\n                print('[FROM INNER-WORLD], [ADD OBJ-KEY], [TGT {}], [ADDING (KEY, VALUE): ({}, {})]'.format(type(self).__name__, type(key).__name__, 'TBD'))\n            ret_val = self.container[key]\n        return ret_val\n\n    def __setitem__(self, key, val):\n        self.__refresh_keys()\n        if isinstance(key, slice):\n            start = (key.start or 0)\n            stop = (key.stop or len(self.container))\n            step = (key.step or 1)\n            if (start < 0):\n                start = self.keys[start]\n            if (stop < 0):\n                stop = self.keys[stop]\n            for i in range(0, stop, step):\n                if (i not in self.keys):\n                    self.container[i] = 0\n            for i in range(start, stop, step):\n                self.container[i] = val\n            return True\n        elif isinstance(key, int):\n            if (key < 0):\n                key = self.keys[key]\n            for i in range(0, key):\n                if (i not in self.keys):\n                    self.container[i] = 0\n            self.container[key] = val\n            return True\n        elif isinstance(key, str):\n            self.container[key] = val\n            return True\n        self.__refresh_keys()\n        return False\n\n    def __iter__(self):\n        return iter(self.container.values())\n\n    def __len__(self):\n        return len(self.keys)\n__original_start_marker = None\nimport pandas as pd\nnums = TBD1()\nprint('Original dataframe:')\nprint(df)\nprint('\\nAdd leading zeros:')\ndf['amount'] = list(map((lambda x: x.zfill(10)), df['amount']))\nprint(df)"""	df	TBD2	DataFrame
"""def interleave_multiple_lists(list1, list2, list3):\n    result = [el for pair in zip(list1, list2, list3) for el in pair]\n    return result\nlist1 = [1, 2, 3, 4, 5, 6, 7]\nlist3 = [100, 200, 300, 400, 500, 600, 700]\nprint('Original list:')\nprint('list1:', list1)\nprint('list2:', list2)\nprint('list3:', list3)\nprint('\\nInterleave multiple lists:')\nprint(interleave_multiple_lists(list1, list2, list3))"""	"""list2 = {}\n__original_start_marker = None\n\ndef interleave_multiple_lists(list1, list2, list3):\n    result = [el for pair in zip(list1, list2, list3) for el in pair]\n    return result\nlist1 = [1, 2, 3, 4, 5, 6, 7]\nlist3 = [100, 200, 300, 400, 500, 600, 700]\nprint('Original list:')\nprint('list1:', list1)\nprint('list2:', list2)\nprint('list3:', list3)\nprint('\\nInterleave multiple lists:')\nprint(interleave_multiple_lists(list1, list2, list3))"""	list2	TBD2	list
"""def inset_element_list(lst, x, n):\n    i = n\n    while i < len(lst):\n        lst.insert(i, x)\n        i += n + 1\n    return lst\nprint('Original list:')\nprint(nums)\nx = 20\nn = 4\nprint('\\nInsert', x, 'in said list after every', n, 'th element:')\nprint(inset_element_list(nums, x, n))\nchars = ['s', 'd', 'f', 'j', 's', 'a', 'j', 'd', 'f', 'd']\nprint('\\nOriginal list:')\nprint(chars)\nx = 'Z'\nn = 3\nprint('\\nInsert', x, 'in said list after every', n, 'th element:')\nprint(inset_element_list(chars, x, n))"""	"""class TBD3():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\nclass TBD1():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\n    def __len__(self):\n        return 0\nnums = TBD1()\n__original_start_marker = None\n\ndef inset_element_list(lst, x, n):\n    i = n\n    while (i < len(lst)):\n        lst.insert(i, x)\n        i += (n + 1)\n    return lst\nprint('Original list:')\nprint(nums)\nx = 20\nn = 4\nprint('\\nInsert', x, 'in said list after every', n, 'th element:')\nprint(inset_element_list(nums, x, n))\nchars = ['s', 'd', 'f', 'j', 's', 'a', 'j', 'd', 'f', 'd']\nprint('\\nOriginal list:')\nprint(chars)\nx = 'Z'\nn = 3\nprint('\\nInsert', x, 'in said list after every', n, 'th element:')\nprint(inset_element_list(chars, x, n))"""	nums	TBD1	list
"""import numpy as np\nprint('Array of the integers from 30 to70')\nprint(array)"""	"""import array\n__original_start_marker = None\nimport numpy as np\nprint('Array of the integers from 30 to70')\nprint(array)"""	array		ndarray
"""import numpy as np\nprint('\\nOriginal arrays:')\nx = np.array((1, 2, 3))\ny = np.array((2, 3, 4))\nprint('Array-1')\nprint(x)\nprint('Array-2')\nprint(y)\nprint('\\nStack 1-D arrays as columns wise:')\nprint(new_array)"""	"""class TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\nnew_array = TBD0()\n__original_start_marker = None\nimport numpy as np\nprint('\\nOriginal arrays:')\nx = np.array((1, 2, 3))\ny = np.array((2, 3, 4))\nprint('Array-1')\nprint(x)\nprint('Array-2')\nprint(y)\nprint('\\nStack 1-D arrays as columns wise:')\nprint(new_array)"""	new_array	TBD0	ndarray
"""import numpy as np\nprint('Random number between 0 and 1:')\nprint(rand_num)"""	"""class TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\nrand_num = TBD0()\n__original_start_marker = None\nimport numpy as np\nprint('Random number between 0 and 1:')\nprint(rand_num)"""	rand_num	TBD0	ndarray
"""def same_order(l1, l2):\n    common_elements = set(l1) & set(l2)\n    l1 = [e for e in l1 if e in common_elements]\n    l2 = [e for e in l2 if e in common_elements]\n    return l1 == l2\ncolor2 = ['red', 'pink', 'green', 'white', 'black']\ncolor3 = ['white', 'orange', 'pink', 'black']\nprint('Original lists:')\nprint(color1)\nprint(color2)\nprint(color3)\nprint('\\nTest common elements between color1 and color2 are in same order?')\nprint(same_order(color1, color2))\nprint('\\nTest common elements between color1 and color3 are in same order?')\nprint(same_order(color1, color3))\nprint('\\nTest common elements between color2 and color3 are in same order?')\nprint(same_order(color2, color3))"""	"""color1 = {}\n__original_start_marker = None\n\ndef same_order(l1, l2):\n    common_elements = (set(l1) & set(l2))\n    l1 = [e for e in l1 if (e in common_elements)]\n    l2 = [e for e in l2 if (e in common_elements)]\n    return (l1 == l2)\ncolor2 = ['red', 'pink', 'green', 'white', 'black']\ncolor3 = ['white', 'orange', 'pink', 'black']\nprint('Original lists:')\nprint(color1)\nprint(color2)\nprint(color3)\nprint('\\nTest common elements between color1 and color2 are in same order?')\nprint(same_order(color1, color2))\nprint('\\nTest common elements between color1 and color3 are in same order?')\nprint(same_order(color1, color3))\nprint('\\nTest common elements between color2 and color3 are in same order?')\nprint(same_order(color2, color3))"""	color1	TBD2	list
"""import numpy as np\narray_nums = np.arange(0, 40, 2)\nprint('Original array:')\nprint(array_nums)\nprint('\\nNew array of shape(5, 4):')\nprint(new_array)\nprint('\\nRestore the reshaped array into a 1-D array:')\nprint(new_array.flatten())"""	"""class TBD1():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\nclass TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\n    def flatten(self):\n        return TBD1()\nnew_array = TBD0()\n__original_start_marker = None\nimport numpy as np\narray_nums = np.arange(0, 40, 2)\nprint('Original array:')\nprint(array_nums)\nprint('\\nNew array of shape(5, 4):')\nprint(new_array)\nprint('\\nRestore the reshaped array into a 1-D array:')\nprint(new_array.flatten())"""	new_array	TBD0	ndarray
"""import numpy as np\nx = np.array([1, 3, 5, 7, 0])\nprint('Original array: ')\nprint(x)\nr2 = np.insert(np.append(np.diff(x), 200), 0, [0, 0])\nassert np.array_equiv(r1, r2)\nprint('Difference between neighboring elements, element-wise, and prepend [0, 0] and append[200] to the said array:')\nprint(r2)"""	"""class TBD2():\n\n    def __init__(self, *args, **kwargs):\n        pass\nr1 = TBD2()\n__original_start_marker = None\nimport numpy as np\nx = np.array([1, 3, 5, 7, 0])\nprint('Original array: ')\nprint(x)\nr2 = np.insert(np.append(np.diff(x), 200), 0, [0, 0])\nassert np.array_equiv(r1, r2)\nprint('Difference between neighboring elements, element-wise, and prepend [0, 0] and append[200] to the said array:')\nprint(r2)"""	r1	TBD2	ndarray
"""import re\nx = True\nwhile x:\n    if len(p) < 6 or len(p) > 12:\n        break\n    elif not re.search('[a-z]', p):\n        break\n    elif not re.search('[0-9]', p):\n        break\n    elif not re.search('[A-Z]', p):\n        break\n    elif not re.search('[$#@]', p):\n        break\n    elif re.search('\\\\s', p):\n        break\n    else:\n        print('Valid Password')\n        x = False\n        break\nif x:\n    print('Not a Valid Password')"""	"""class TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\n    def __len__(self):\n        return 0\np = TBD0()\n__original_start_marker = None\nimport re\nx = True\nwhile x:\n    if ((len(p) < 6) or (len(p) > 12)):\n        break\n    elif (not re.search('[a-z]', p)):\n        break\n    elif (not re.search('[0-9]', p)):\n        break\n    elif (not re.search('[A-Z]', p)):\n        break\n    elif (not re.search('[$#@]', p)):\n        break\n    elif re.search('\\\\s', p):\n        break\n    else:\n        print('Valid Password')\n        x = False\n        break\nif x:\n    print('Not a Valid Password')"""	p	TBD0	str
'print(l)'	'class TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\nl = TBD0()\n__original_start_marker = None\nprint(l)'	l	TBD0	list
"""def extract_string(str_list1, l):\n    result = [e for e in str_list1 if len(e) == l]\n    return result\nprint('Original list:')\nprint(str_list1)\nl = 8\nprint('\\nlength of the string to extract:')\nprint(l)\nprint('\\nAfter extracting strings of specified length from the said list:')\nprint(extract_string(str_list1, l))"""	"""str_list1 = {}\n__original_start_marker = None\n\ndef extract_string(str_list1, l):\n    result = [e for e in str_list1 if (len(e) == l)]\n    return result\nprint('Original list:')\nprint(str_list1)\nl = 8\nprint('\\nlength of the string to extract:')\nprint(l)\nprint('\\nAfter extracting strings of specified length from the said list:')\nprint(extract_string(str_list1, l))"""	str_list1	TBD0	list
"""import collections\nodd_nums = (1, 3, 5, 7, 9)\nprint('Original Deque object with odd numbers:')\nprint(odd_deque)\nprint('Deque length: %d' % len(odd_deque))\nodd_deque.clear()\nprint('Deque object after removing all numbers-')\nprint(odd_deque)\nprint('Deque length:%d' % len(odd_deque))"""	"""class TBD2():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\nclass TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\n    def __len__(self):\n        return 0\n\n    def clear(self):\n        return TBD2()\nodd_deque = TBD0()\n__original_start_marker = None\nimport collections\nodd_nums = (1, 3, 5, 7, 9)\nprint('Original Deque object with odd numbers:')\nprint(odd_deque)\nprint(('Deque length: %d' % len(odd_deque)))\nodd_deque.clear()\nprint('Deque object after removing all numbers-')\nprint(odd_deque)\nprint(('Deque length:%d' % len(odd_deque)))"""	odd_deque	TBD0	deque
"""class Node(object):\n    def __init__(self, data=None, next=None, prev=None):\n        self.data = data\n        self.next = next\n        self.prev = prev\nclass doubly_linked_list(object):\n    def __init__(self):\n        self.head = None\n        self.tail = None\n        self.count = 0\n    def append_item(self, data):\n        new_item = Node(data, None, None)\n        if self.head is None:\n            self.head = new_item\n            self.tail = self.head\n        else:\n            new_item.prev = self.tail\n            self.tail.next = new_item\n            self.tail = new_item\n        self.count += 1\n    def print_foward(self):\n        for node in self.iter():\n            print(node)\n    def print_backward(self):\n        current = self.tail\n        while current:\n            print(current.data)\n            current = current.prev\n    def iter(self):\n        current = self.head\n        while current:\n            item_val = current.data\n            current = current.next\n            yield item_val\nitems.append_item('PHP')\nitems.append_item('Python')\nitems.append_item('C#')\nitems.append_item('C++')\nitems.append_item('Java')\nprint('Print Items in the Doubly linked backwards:')\nitems.print_backward()"""	"""class TBD2():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\nclass TBD1():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\nclass TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\n    def append_item(self, arg0):\n        return TBD1()\n\n    def print_backward(self):\n        return TBD2()\nitems = TBD0()\n__original_start_marker = None\n\nclass Node(object):\n\n    def __init__(self, data=None, next=None, prev=None):\n        self.data = data\n        self.next = next\n        self.prev = prev\nitems.append_item('PHP')\nitems.append_item('Python')\nitems.append_item('C#')\nitems.append_item('C++')\nitems.append_item('Java')\nprint('Print Items in the Doubly linked backwards:')\nitems.print_backward()"""	items	TBD0	doubly_linked_list
